game_date,release_speed,release_spin_rate,vx0,vy0,vz0,balls,strikes,zone,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,release_extension,ax,ay,az,CH,FF,KC,SL,ball,called_strike,double,field_error,field_out,home_run,single,strikeout,strikeout_looking,swinging_strike,walk
2020-09-16,88.9,2609.0,5.778625254804683,-129.39358159317476,-6.283079997147976,1,2,14.0,-1.93,5.56,0.6,0.37,0.93,0.88,6.5,5.648269355786561,24.555142453803896,-26.98623676954909,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,98.0,2602.0,8.848413669848366,-142.2783468771949,-6.184291432490147,1,1,6.0,-1.81,5.59,-0.81,1.63,0.77,2.65,6.6,-13.148968545633473,35.293861901299536,-8.795218889108277,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,87.9,2562.0,3.854170377692919,-128.08954263624187,-3.289136875649681,1,0,8.0,-1.98,5.63,0.56,0.17,0.08,1.94,6.5,5.526399004431433,23.467376095761317,-29.827695480429067,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,89.0,2732.0,7.034993883383906,-129.4344511142293,-7.37920611270326,0,0,14.0,-1.91,5.62,0.54,0.28,1.41,0.41,6.4,4.728603272390439,25.016185332063102,-27.786123687400103,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,96.0,2468.0,4.734515435191539,-139.75995134608743,-5.105820668605306,0,0,11.0,-2.08,5.49,-0.76,1.57,-0.95,2.8,6.6,-11.070417031069312,31.752658013270768,-10.664042287427415,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-16,84.3,2836.0,4.204866661993004,-122.70718754848072,-1.1783998458432448,1,2,9.0,-1.89,5.72,0.95,-0.74,0.73,1.81,6.4,8.632121175586715,27.01468639759778,-39.52976467302015,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-16,84.6,2799.0,5.788260058293669,-123.02405706681893,-4.998188501312353,0,2,14.0,-1.83,5.72,1.05,-0.81,1.55,0.14,6.3,9.36109004286541,26.05807892042202,-39.53859442043191,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,96.2,2448.0,6.101661837852742,-139.90326005834302,-3.486814746230329,0,1,11.0,-1.87,5.66,-0.95,1.64,-0.4,3.63,6.6,-13.94877865699861,33.874129832153066,-10.11166395191887,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,97.4,2517.0,6.660507472743147,-141.48688875606143,-5.661672912572179,0,0,5.0,-1.86,5.66,-1.0,1.65,-0.24,2.88,6.4,-15.05270356880784,36.58872354146335,-8.988258018219435,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,98.0,2651.0,8.119199593486917,-142.39573255443983,-3.691635005047124,0,2,2.0,-2.14,5.54,-1.14,1.46,-0.13,3.38,6.6,-17.394294327632494,33.43996686364253,-11.661277515593444,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,89.4,1700.0,7.130570875240018,-129.9108790109792,-5.492106592435692,0,1,7.0,-2.04,5.51,-1.46,1.11,-0.42,1.8,6.6,-18.03959740120604,26.530820189894417,-18.61897452159393,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,97.6,2560.0,8.425644789660618,-141.7652996409963,-6.387936627793642,0,0,5.0,-2.13,5.55,-1.01,1.6,0.12,2.51,6.7,-15.567197454888738,32.95329133065179,-9.23608752779721,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,88.4,2627.0,5.020897168036423,-128.85811803998504,-2.845705903257605,1,0,6.0,-2.03,5.58,0.5,0.43,0.45,2.32,6.4,4.685116605829427,23.561682420729216,-27.04875313417225,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,90.6,2672.0,9.310482014490146,-131.3019817628261,-11.139415107734076,0,0,14.0,-2.03,5.5,0.32,0.42,1.95,-0.96,6.7,1.7818415210211058,26.848866356574884,-25.083968157500017,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,99.2,2704.0,4.55689737498278,-144.22710812762335,-5.8876482643221,3,2,11.0,-2.03,5.52,-1.24,1.41,-1.43,2.57,6.6,-18.3169580463215,37.309024087688485,-11.370392671807382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-09-16,99.4,2682.0,10.66314548012494,-144.0999444075455,-7.29155582167242,2,2,14.0,-2.02,5.44,-1.16,1.64,0.85,2.2,6.7,-18.82919893654639,36.92299516130964,-7.752713451108422,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,99.3,2610.0,8.162633549775999,-144.38853228572617,-0.5622977046183055,1,2,11.0,-2.28,5.44,-1.1,1.36,-0.25,4.4,6.4,-17.36486455108922,36.46705444135942,-13.372696917323973,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,90.4,2657.0,7.490842862171265,-131.3166800671852,-10.448625123930364,0,2,14.0,-2.08,5.47,0.44,0.18,1.29,-0.94,6.4,3.648630553283344,24.98102903585913,-28.24653628008202,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,89.8,1710.0,6.047222454589045,-130.55587815523194,-4.462148276846548,0,1,13.0,-2.16,5.42,-1.34,0.79,-0.88,1.88,6.5,-16.61417374582445,27.81571624819765,-22.368777552673134,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,97.5,2627.0,5.813946420767996,-141.7656478619712,-4.612477115989204,0,0,11.0,-2.01,5.62,-1.16,1.59,-0.84,3.21,6.5,-16.915720629084802,33.907966195063416,-9.881496864342562,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,95.7,2430.0,6.979439759941234,-139.1334505094054,-5.935029864899852,0,0,5.0,-1.96,5.57,-0.97,1.49,-0.16,2.48,6.7,-14.141702609994963,31.31731666557686,-11.686076394700857,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,90.2,1676.0,8.38180808033458,-131.07462747479877,-4.657547153654118,0,0,9.0,-1.91,5.57,-1.21,1.0,0.41,2.14,6.6,-15.753419972012884,29.510555385863427,-19.838650674523787,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-09-16,96.2,2449.0,8.01039402555234,-139.64785013259873,-6.794297240993399,2,0,9.0,-1.96,5.51,-0.88,1.5,0.3,2.11,6.5,-13.377931125133188,33.13118844547692,-11.200931861808971,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,89.5,1732.0,5.263066862084769,-130.1187705450745,-5.387032866904837,1,0,13.0,-2.07,5.47,-1.45,1.0,-1.19,1.72,6.6,-17.586496979289556,27.93442651832831,-19.83557893586189,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,82.6,2766.0,1.386375306966592,-120.20365798929475,3.000866301466038,0,0,11.0,-1.95,5.75,0.8,-0.89,-0.66,3.44,6.4,7.505317385951825,23.673550308595416,-41.63851873384209,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,97.6,2626.0,8.373030145638355,-141.82991530604554,-4.286689306333125,1,2,2.0,-2.12,5.45,-1.16,1.53,0.0,3.1,6.4,-17.636741231753597,35.57526281561978,-10.738708700014133,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,86.8,2736.0,3.8270165461707855,-126.39139102999528,-0.7159639906265862,1,1,5.0,-1.93,5.6,0.45,-0.06,0.06,2.67,6.3,4.10089377789233,25.099273448327583,-32.882426354914735,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,87.0,2662.0,3.1619963325553706,-126.72117689907988,-0.8136955432744483,1,0,2.0,-2.04,5.62,0.62,0.32,-0.19,3.0,6.3,6.144231955510384,24.014535004041043,-28.77961447615265,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,97.7,2601.0,9.986362309322535,-141.69269615675,-7.53565822775869,0,0,14.0,-1.84,5.57,-0.78,1.48,1.2,1.97,6.5,-12.921100666172713,35.21555567253585,-10.58742818199895,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,87.0,2715.0,5.144021816256287,-126.66859480075856,-1.8714990928976745,2,2,14.0,-1.85,5.52,0.72,0.0,0.91,2.19,6.4,6.855562790299166,23.88612567769814,-32.05548230579614,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,97.4,2536.0,10.798950056107708,-141.37581418059662,-4.685791310423091,1,2,12.0,-1.93,5.51,-0.84,1.56,1.36,3.03,6.6,-13.80624898661077,32.975989565506,-10.406188922201162,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,88.2,2671.0,5.973391309296464,-128.32921292141307,-3.804124484732736,0,2,14.0,-1.84,5.61,0.6,0.16,1.12,1.69,6.4,5.394799904947326,26.01214307990367,-29.814401958615544,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,88.8,2621.0,5.186907549860814,-129.24771538537024,-4.2339947929698125,0,1,9.0,-1.88,5.65,0.56,0.29,0.71,1.72,6.2,5.260745584928939,24.88641771382468,-28.255176266207005,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,86.4,2623.0,4.248948321365071,-125.89384239188357,-3.908774142830412,0,0,9.0,-1.86,5.73,0.5,0.1,0.35,1.59,6.4,4.524854370481789,23.855319954067543,-30.56823647287253,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,87.6,2671.0,4.597345323684918,-127.59298825748564,-3.8982909675569455,1,2,9.0,-1.85,5.59,0.53,0.11,0.51,1.55,6.3,4.985116539038592,24.447207996107228,-30.431432406711718,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,95.8,2526.0,8.08457499811177,-139.11860666695992,-5.271853567439933,1,1,2.0,-2.06,5.49,-1.03,1.65,0.11,2.77,6.6,-15.27663913768314,33.59649723931017,-9.784457016525478,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,82.8,2761.0,3.885106986988892,-120.60419105438534,-2.5348602527777944,1,0,14.0,-1.84,5.65,0.97,-0.97,0.69,0.86,6.4,8.63295775921267,24.63523349170272,-41.30386811054634,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,96.3,2564.0,9.515566811672764,-139.79510266574923,-4.67551906779922,0,0,12.0,-1.79,5.61,-0.84,1.72,1.08,3.2,6.3,-13.242761159799368,33.37389439926346,-8.742988601861484,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,97.5,2470.0,9.436539721535857,-141.6482029942163,-5.526040218543677,1,2,6.0,-2.02,5.52,-1.11,1.43,0.52,2.65,6.6,-17.09995956273497,32.12689715529012,-11.753567084868742,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,90.9,1705.0,7.933202004985309,-132.03978475039838,-7.727738155202275,0,2,13.0,-2.0,5.34,-1.36,0.98,-0.02,0.76,6.7,-17.58108711678633,26.69190050755785,-19.22427905415681,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,83.1,2823.0,3.177048479988127,-120.90452129907774,-0.3403485487873101,0,1,8.0,-1.99,5.65,0.81,-1.22,0.09,1.59,6.2,7.149272247952397,26.681336781984445,-44.21649786299536,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,81.0,2705.0,2.5814950524466047,-117.90419649045218,-0.6553059267557828,0,0,8.0,-1.91,5.74,0.89,-0.86,0.01,1.73,6.3,7.799322390132567,23.30372692119404,-40.23875205623591,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,86.2,2524.0,2.551749140073701,-125.68945911447216,-1.779931784997695,2,1,4.0,-1.94,5.6,0.44,0.42,-0.49,2.62,6.3,4.241509050759805,22.839284191419907,-27.573020335234883,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,96.1,2356.0,6.249438226965398,-139.78690019708947,-1.359109515083585,1,1,11.0,-1.83,5.64,-0.83,1.51,-0.19,4.3,6.5,-12.348417200127535,32.55411871497868,-12.343726943242473,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,95.7,2420.0,8.828605588053092,-138.9617737146609,-5.320837872252337,1,0,6.0,-1.79,5.58,-0.91,1.47,0.77,2.68,6.5,-13.808951176153252,31.477169639259955,-12.157410314966643,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,80.5,2756.0,1.20266147588763,-117.08861083826751,5.159909005238452,0,0,11.0,-1.86,5.85,1.08,-0.85,-0.39,4.44,6.2,9.683923436541244,22.12763987062969,-41.223279323758,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,98.1,2588.0,6.233992983320658,-142.56792482451502,-6.131808127461578,1,2,4.0,-2.12,5.57,-1.04,1.65,-0.71,2.68,6.4,-15.66411502674795,34.80954274975952,-8.441791974709702,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2020-09-16,89.9,1600.0,7.930005300577588,-130.54261201605485,-5.90480501802755,1,1,13.0,-2.02,5.45,-1.39,0.83,-0.02,1.35,6.6,-17.54838067614118,28.12991261181059,-21.63006327436477,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,96.9,2648.0,5.53478824789341,-140.89361867885432,-6.194183970920225,1,0,11.0,-2.05,5.55,-0.99,1.62,-0.84,2.52,6.5,-14.504577286813426,35.60773148936817,-9.469007981936045,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,82.3,2781.0,3.9602473001913063,-119.75977243469956,-2.4334214877159863,0,0,14.0,-2.0,5.7,0.76,-0.94,0.4,0.92,6.3,6.443443045937618,25.61112889396378,-40.894240534642215,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,89.9,2711.0,5.73768328487149,-130.83927213619123,-6.768219857446747,3,2,14.0,-1.97,5.62,0.59,0.76,0.86,1.14,6.3,5.6821360831185945,26.16070278680706,-22.203089839761915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2020-09-16,96.9,2665.0,9.003597316653321,-140.58560621912406,-8.426441049329808,3,1,9.0,-1.87,5.6,-0.93,1.48,0.7,1.61,6.4,-14.487491763253376,35.47650890463908,-10.699166323976277,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,95.6,2542.0,8.62876831449167,-138.65520705719285,-7.896234206415079,3,0,9.0,-1.91,5.59,-0.87,1.59,0.62,1.78,6.5,-13.278739386781838,34.13641540166799,-10.09009399423112,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,95.2,2414.0,5.007287576556867,-138.33884547606328,-6.678320704898019,2,0,13.0,-1.95,5.56,-1.08,1.55,-0.97,2.18,6.5,-14.968192706789392,32.83832414056956,-10.946569515742084,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,89.1,2697.0,7.067496246774543,-129.6210088572189,-6.979946125480587,1,0,14.0,-2.07,5.54,0.48,0.35,1.22,0.57,6.3,4.149382529570036,24.17374786741477,-27.02915684916015,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,96.9,2653.0,10.962994548885826,-140.5453286704787,-5.467867841694271,0,0,12.0,-1.82,5.56,-0.95,1.59,1.46,2.78,6.7,-15.1413542400375,33.991938089979826,-10.01195367774057,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,97.3,2518.0,6.57954231814255,-141.46887509019533,-3.0571409560000573,0,1,11.0,-2.04,5.54,-0.81,1.45,-0.28,3.55,6.3,-12.474807177891156,36.596197241565314,-12.271626374657084,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,80.0,2678.0,2.027452409223217,-116.33346583971748,2.33279713671491,0,0,4.0,-1.91,5.64,0.81,-1.08,-0.29,2.7,6.1,6.822034038969575,24.7706419240249,-42.607373245577485,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,97.1,2530.0,6.281148776862821,-141.1680514581005,-3.9757513951659513,3,2,1.0,-1.97,5.48,-1.14,1.46,-0.62,3.17,6.7,-16.74370345605364,33.68286441778668,-11.912026538867842,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-16,96.4,2513.0,4.184721595287554,-140.26197235234366,-0.8700563254341318,2,2,11.0,-1.96,5.69,-1.03,1.73,-1.28,4.72,6.5,-14.575178096521928,34.96858016101276,-9.551218118587473,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,89.0,1558.0,9.149476622491154,-129.1594233067606,-7.409111136010353,1,2,14.0,-1.95,5.36,-1.1,0.59,0.82,0.38,6.7,-14.235030132012533,27.463608002530663,-24.16588317125024,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,89.7,1746.0,6.882580737435524,-130.39272628025043,-3.5198156788836905,1,1,4.0,-1.92,5.47,-1.36,0.94,-0.31,2.43,6.6,-16.942648326012524,27.374191366009036,-20.853478281946806,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,95.8,2454.0,4.81846654469297,-139.35616556713055,-4.799704831566475,1,0,11.0,-1.92,5.55,-1.0,1.51,-0.95,2.9,6.5,-14.063631106111831,32.454460917916784,-11.633654334537432,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,95.8,2543.0,4.026082380879453,-139.52986786539446,-2.505122819191122,0,0,11.0,-1.93,5.63,-1.03,1.57,-1.29,3.91,6.4,-14.41883248708718,31.37781529001061,-11.240459462586855,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,97.6,2662.0,8.804026760391906,-141.75483276352222,-3.747123939023808,0,2,3.0,-1.93,5.61,-0.61,1.6,0.82,3.51,6.4,-10.413715891588208,35.17824321576286,-10.054969450701696,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,88.1,2812.0,4.678657220992397,-128.31046238936253,-4.422784456499508,0,1,14.0,-2.01,5.64,0.73,-0.1,0.53,1.27,6.4,7.350298501813195,22.53585100930248,-32.67226687439489,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,88.1,2862.0,6.738702825586547,-128.16930852590275,-6.612733469255804,0,0,14.0,-1.94,5.64,0.6,0.03,1.34,0.46,6.3,5.369415521862126,23.79767533518732,-30.76858574730699,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,96.9,2546.0,7.115601772982123,-140.83399475125938,-4.548494639385156,0,1,1.0,-1.94,5.54,-1.2,1.52,-0.31,3.04,6.5,-17.601402790823585,36.08090708691458,-11.222955852147654,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,96.4,2580.0,8.268367856831489,-139.8658680706979,-7.247635627783837,0,0,9.0,-1.86,5.6,-1.02,1.47,0.37,1.99,6.5,-15.443263300991664,37.21337102839605,-11.43843525578654,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,83.3,2843.0,3.5509288774256422,-121.17258235045284,-2.7538156246024386,0,2,14.0,-1.8,5.73,1.19,-0.96,0.76,0.87,6.3,10.82565072599534,26.212905787428134,-41.14964061732682,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-16,86.8,2666.0,6.904818229528996,-126.40847711959594,-2.8468176399938985,0,2,14.0,-1.83,5.65,0.54,-0.33,1.52,1.63,6.3,4.619667814411614,23.02444565046654,-35.39018506042811,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,95.8,2428.0,5.014972588498232,-139.41543727562814,-3.83986851901998,0,1,11.0,-2.04,5.58,-1.07,1.56,-1.06,3.32,6.3,-15.04855189286172,33.28117145170355,-11.276558854548568,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,95.3,2492.0,7.11205036945071,-138.59104498770128,-4.387308963580851,0,0,3.0,-1.67,5.78,-0.72,1.55,0.41,3.29,6.5,-10.835758357414289,30.732824092936955,-11.443086041796606,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,89.2,2603.0,5.967886903677145,-129.90494317101542,-5.397955595187186,0,2,14.0,-2.04,5.59,0.39,0.13,0.72,1.08,6.3,3.340975812391487,24.80169781852599,-29.83333927872341,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2020-09-16,97.6,2523.0,6.980026471211424,-141.9614447281616,-3.590896646948722,0,1,2.0,-2.0,5.64,-0.91,1.49,-0.19,3.52,6.5,-13.940365140548575,34.9325321272729,-11.462387354408763,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,96.9,2476.0,6.300883809188548,-140.75575929841162,-5.574033072027524,0,0,4.0,-2.02,5.65,-0.83,1.54,-0.37,2.78,6.3,-12.476619285572053,35.51150498419048,-10.710229059853042,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,97.6,2519.0,7.482834319115799,-141.76320279601524,-7.173782545452469,2,2,8.0,-1.92,5.66,-1.06,1.36,-0.06,2.1,6.6,-16.00696109761668,35.039978896985524,-12.302821284185995,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-16,85.0,2907.0,6.915492506154663,-123.54966151683334,-3.088542532814273,1,2,14.0,-1.89,5.63,1.31,-0.9,2.18,0.81,6.5,11.74743121493953,27.612103753928853,-40.86921725347555,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,97.9,2588.0,6.863841218723352,-142.38607120861647,-5.338086458633273,1,1,2.0,-1.93,5.64,-0.91,1.5,-0.17,2.92,6.5,-13.962629359530323,33.06120754394986,-10.67237767003616,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,97.2,2445.0,7.26748488851019,-141.36581703922872,-5.176713863516259,1,0,2.0,-1.97,5.59,-1.0,1.56,-0.13,2.93,6.6,-15.020250908434909,32.036243715632295,-10.277967191247066,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-16,96.9,2471.0,8.055523044325364,-140.9894368040051,-2.1623897440262403,0,0,12.0,-1.86,5.66,-1.02,1.45,0.27,4.02,6.3,-15.493818860089998,32.01521921542028,-12.583895487268505,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-16,97.0,2602.0,5.6524241087087255,-141.0909499589628,-3.147985224154691,0,2,11.0,-2.22,5.56,-1.14,1.51,-1.09,3.6,6.6,-16.536850290444313,33.74811253497319,-11.551292506034857,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-16,81.6,2816.0,2.163930801789646,-118.8502110183274,0.9954724331050656,0,1,4.0,-1.99,5.68,0.83,-1.04,-0.32,2.31,6.3,7.472458269060064,22.897642724154093,-42.457255350166506,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-16,97.2,2600.0,5.765688205459468,-141.35454334057772,-6.304148054783933,0,0,4.0,-2.05,5.7,-1.01,1.61,-0.78,2.67,6.7,-14.899257303084893,32.54973650342477,-9.316615810708402,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-11,98.7,2421.0,9.084097890678166,-143.40372814531025,-6.749673556145327,2,2,6.0,-2.13,5.46,-0.94,1.45,0.37,2.25,6.8,-15.008957876945932,29.804255266865084,-10.753952351000036,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-11,90.7,2602.0,7.293989541997131,-131.75155941273613,-8.22215379342026,1,2,14.0,-2.06,5.57,0.44,0.58,1.22,0.41,6.5,3.5023059837128576,28.371024395855777,-23.818130622330184,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2020-09-11,83.9,2841.0,2.736113808522041,-121.98454308817185,1.9745340073744324,1,1,5.0,-2.09,5.65,0.77,-1.19,-0.25,2.67,6.4,6.956850740068789,27.551205370698742,-44.62398682878803,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-11,97.9,2507.0,11.27022183708376,-141.9713768884851,-5.816785134393642,0,1,12.0,-2.01,5.51,-1.17,1.4,1.14,2.52,6.9,-18.42603053631168,32.85314432458764,-12.035767520575147,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-11,97.1,2417.0,7.037324968174349,-141.2154714601052,-2.631519773626456,0,0,11.0,-2.12,5.49,-0.88,1.55,-0.26,3.77,6.6,-13.388065939332478,32.825552013988315,-11.003589845505983,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-11,84.2,2850.0,4.179578304419492,-122.53109092500188,-1.3851330470175311,1,2,14.0,-1.81,5.68,1.03,-1.0,0.87,1.44,6.5,9.324940011368192,28.087680885430505,-42.01297448223522,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2020-09-11,98.1,2384.0,5.935602078103666,-142.74304938672054,-0.7108594889130726,0,2,11.0,-2.09,5.59,-1.08,1.48,-0.83,4.57,6.5,-16.089911075508393,33.36441022389271,-12.018287467549449,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-11,88.9,2611.0,7.418180913705671,-129.4533762435622,-2.7670292313891416,0,2,14.0,-1.93,5.58,0.52,0.5,1.53,2.44,6.5,4.524964744937463,23.79024483209749,-26.221756023493818,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-11,84.5,2787.0,3.904799329404158,-122.90419066273844,-2.704202121673199,0,1,14.0,-1.85,5.69,0.81,-1.1,0.52,0.82,6.3,7.230341162852129,27.955131694879142,-42.783236477895045,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-11,98.5,2464.0,9.04598459286522,-142.97157100097715,-6.132181423103545,0,0,6.0,-1.88,5.59,-1.14,1.62,0.46,2.7,6.8,-17.74619942674582,35.27262573093146,-8.724439110868088,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-09-11,97.6,2499.0,5.897941462657449,-142.0731508803777,-2.780986441763236,0,2,11.0,-2.08,5.62,-1.09,1.61,-0.85,3.92,6.8,-16.156513050978756,32.767140797874205,-10.00207658855752,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-11,88.5,2591.0,5.873735889075897,-128.77527230594936,-6.344552053997135,0,1,14.0,-1.89,5.6,0.37,0.38,0.83,0.85,6.3,2.9250946082942426,25.309534989033995,-26.859935689880203,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2020-09-11,96.7,2540.0,8.889929975906545,-140.50239950991525,-4.888108447481741,0,0,3.0,-1.93,5.58,-1.14,1.51,0.43,2.95,6.5,-17.12316972780717,33.057047532054646,-11.195268124810916,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-09-11,97.2,2547.0,6.473878556283434,-141.37629864484143,-4.0017486744676525,0,0,1.0,-2.08,5.5,-1.32,1.57,-0.81,3.27,6.6,-19.19003032370164,34.7861573185455,-10.530200524398584,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2020-09-11,90.1,1730.0,7.971882163048416,-130.9490698428937,-3.7201621197533976,3,2,5.0,-2.06,5.37,-1.44,0.68,-0.11,2.07,6.8,-18.190468993077875,26.0931719299568,-23.758351445589906,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-09-11,84.1,2812.0,3.4064668802614757,-122.41537906942357,-2.158136952540065,2,2,14.0,-1.96,5.7,0.77,-0.91,0.17,1.22,6.5,7.031685357295994,25.773243637904223,-41.00483771554808,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
2020-09-11,97.2,2403.0,10.052413215848274,-141.0457275321269,-5.983167867733052,2,1,6.0,-2.12,5.57,-1.36,1.46,0.47,2.52,6.5,-20.377796634373716,32.1205367279267,-11.402810794108344,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
